area_code,type,diocese,sa_2022_code,very_good,good,fair,bad,very_bad,not_stated
048017003,ROI small area,"Cork, Cloyne and Ross",048017003,130,78,23,1,0,25
048001003,ROI small area,"Cork, Cloyne and Ross",048001003,99,63,13,1,2,6
048018005,ROI small area,"Cork, Cloyne and Ross",048018005,132,83,17,1,0,14
048069003,ROI small area,"Cork, Cloyne and Ross",048069003,158,72,13,1,0,2
048002001,ROI small area,"Cork, Cloyne and Ross",048002001,194,70,23,4,0,5
048002003,ROI small area,"Cork, Cloyne and Ross",048002003,172,80,26,4,0,13
048003001,ROI small area,"Cork, Cloyne and Ross",048003001,154,87,29,4,1,18
147034005,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA,NA,NA
147039001,ROI small area,Meath and Kildare,147039001,61,63,22,4,0,5
147043013,ROI small area,Meath and Kildare,147043013,137,67,19,3,0,7
147014030,ROI small area,Meath and Kildare,147014030,125,101,31,5,1,20
117029001,ROI small area,"Kilmore, Elphin and Ardagh",117029001,107,91,67,8,0,14
027079004,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA
047132046,ROI small area,"Cork, Cloyne and Ross",047132046,150,98,16,1,1,4
047132048,ROI small area,"Cork, Cloyne and Ross",047132048,114,59,11,0,0,4
048031002,ROI small area,"Cork, Cloyne and Ross",048031002,87,48,18,6,0,13
048030004/01,ROI small area,"Cork, Cloyne and Ross",048030004/01,158,75,13,2,0,11
048031001,ROI small area,"Cork, Cloyne and Ross",048031001,198,71,20,5,0,34
048033010,ROI small area,"Cork, Cloyne and Ross",048033010,136,82,18,2,0,21
048063005,ROI small area,"Cork, Cloyne and Ross",048063005,94,64,32,3,1,11
048063002,ROI small area,"Cork, Cloyne and Ross",048063002,102,76,19,1,1,41
207030013,ROI small area,"Tuam, Limerick and Killaloe",207030013,86,36,17,4,0,4
197097014,ROI small area,"Kilmore, Elphin and Ardagh",197097014,253,120,36,5,1,19
197040006,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA
047277017,ROI small area,"Cork, Cloyne and Ross",047277017,193,71,12,3,1,14
048048009,ROI small area,"Cork, Cloyne and Ross",048048009,104,67,29,5,0,7
048048007,ROI small area,"Cork, Cloyne and Ross",048048007,126,72,26,3,1,10
048048005,ROI small area,"Cork, Cloyne and Ross",048048005,177,99,59,39,4,4
048046013,ROI small area,"Cork, Cloyne and Ross",048046013,148,109,35,6,1,10
048012002,ROI small area,"Cork, Cloyne and Ross",048012002,157,117,19,2,0,78
048011004,ROI small area,"Cork, Cloyne and Ross",048011004,57,59,27,2,1,28
048011003,ROI small area,"Cork, Cloyne and Ross",048011003,66,58,29,7,2,45
048039014,ROI small area,"Cork, Cloyne and Ross",048039014,135,98,42,12,3,94
047298010,ROI small area,"Cork, Cloyne and Ross",047298010,130,92,32,5,1,47
027004018,ROI small area,"Kilmore, Elphin and Ardagh",027004018,117,55,28,4,0,18
027012005,ROI small area,"Kilmore, Elphin and Ardagh",027012005,231,130,33,7,2,20
027012003,ROI small area,"Kilmore, Elphin and Ardagh",027012003,134,105,28,7,2,28
048017001,ROI small area,"Cork, Cloyne and Ross",048017001,341,195,64,6,0,89
048011002,ROI small area,"Cork, Cloyne and Ross",048011002,69,53,20,3,0,28
048061003,ROI small area,"Cork, Cloyne and Ross",048061003,72,62,22,5,3,43
048061006,ROI small area,"Cork, Cloyne and Ross",048061006,105,89,49,11,0,90
048065010,ROI small area,"Cork, Cloyne and Ross",048065010,110,82,30,7,1,18
048065009,ROI small area,"Cork, Cloyne and Ross",048065009,147,123,31,2,2,9
048064002,ROI small area,"Cork, Cloyne and Ross",048064002,129,70,22,6,0,66
048047007,ROI small area,"Cork, Cloyne and Ross",048047007,109,76,18,2,1,18
048047005,ROI small area,"Cork, Cloyne and Ross",048047005,167,99,23,2,0,6
137045007,ROI small area,"Kilmore, Elphin and Ardagh",137045007,112,101,85,11,7,16
137029006,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA
027006003,ROI small area,"Kilmore, Elphin and Ardagh",027006003,85,55,18,3,0,12
027006008,ROI small area,"Kilmore, Elphin and Ardagh",027006008,153,82,21,1,3,16
027006004,ROI small area,"Kilmore, Elphin and Ardagh",027006004,55,90,32,4,0,21
027006005,ROI small area,"Kilmore, Elphin and Ardagh",027006005,110,74,23,5,0,7
048030003,ROI small area,"Cork, Cloyne and Ross",048030003,149,83,13,3,1,49
157108004,ROI small area,"Tuam, Limerick and Killaloe",157108004,93,52,30,6,0,12
047132057,ROI small area,"Cork, Cloyne and Ross",047132057,169,63,11,1,0,33
047132059,ROI small area,"Cork, Cloyne and Ross",047132059,181,93,13,1,1,11
047016055,ROI small area,"Cork, Cloyne and Ross",047016055,142,84,49,7,2,19
048033002,ROI small area,"Cork, Cloyne and Ross",048033002,135,81,21,4,1,14
048032003,ROI small area,"Cork, Cloyne and Ross",048032003,143,90,30,0,1,15
048030005,ROI small area,"Cork, Cloyne and Ross",048030005,130,107,43,10,4,71
048051009,ROI small area,"Cork, Cloyne and Ross",048051009,112,64,24,3,1,16
048051011,ROI small area,"Cork, Cloyne and Ross",048051011,88,57,18,3,1,27
048016002,ROI small area,"Cork, Cloyne and Ross",048016002,88,65,50,7,2,89
048012004,ROI small area,"Cork, Cloyne and Ross",048012004,87,85,28,9,1,15
048047009,ROI small area,"Cork, Cloyne and Ross",048047009,59,28,9,0,0,21
048060005,ROI small area,"Cork, Cloyne and Ross",048060005,98,71,22,2,2,46
048036003,ROI small area,"Cork, Cloyne and Ross",048036003,128,104,31,7,2,69
048016001,ROI small area,"Cork, Cloyne and Ross",048016001,74,53,35,8,2,60
048016004,ROI small area,"Cork, Cloyne and Ross",048016004,66,53,29,8,1,36
048062014,ROI small area,"Cork, Cloyne and Ross",048062014,97,60,14,6,1,7
048021003,ROI small area,"Cork, Cloyne and Ross",048021003,86,60,33,1,2,24
048038005,ROI small area,"Cork, Cloyne and Ross",048038005,88,69,32,7,2,33
048021002,ROI small area,"Cork, Cloyne and Ross",048021002,77,73,23,5,5,54
048069004,ROI small area,"Cork, Cloyne and Ross",048069004,190,90,24,4,1,13
048068002,ROI small area,"Cork, Cloyne and Ross",048068002,168,74,25,8,3,10
048022003,ROI small area,"Cork, Cloyne and Ross",048022003,88,60,27,6,3,7
048069002,ROI small area,"Cork, Cloyne and Ross",048069002,122,64,13,6,1,5
048068001,ROI small area,"Cork, Cloyne and Ross",048068001,92,65,85,19,4,14
048039005,ROI small area,"Cork, Cloyne and Ross",048039005,92,115,39,8,3,55
048039007,ROI small area,"Cork, Cloyne and Ross",048039007,151,45,20,5,0,36
048039003,ROI small area,"Cork, Cloyne and Ross",048039003,181,121,52,10,1,89
048039004,ROI small area,"Cork, Cloyne and Ross",048039004,130,116,31,11,1,71
048039002/048039012,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
048039006,ROI small area,"Cork, Cloyne and Ross",048039006,168,62,17,3,1,43
048039001,ROI small area,"Cork, Cloyne and Ross",048039001,116,97,39,8,2,57
057020010/057020012,ROI small area,"Kilmore, Elphin and Ardagh",057020010/057020012,131,121,43,9,0,7
057020005,ROI small area,"Kilmore, Elphin and Ardagh",057020005,71,48,18,7,0,3
047270009,ROI small area,"Cork, Cloyne and Ross",047270009,156,44,7,2,0,4
047016002,ROI small area,"Cork, Cloyne and Ross",047016002,296,123,24,2,0,7
047178011,ROI small area,"Cork, Cloyne and Ross",047178011,205,81,16,4,1,11
048010006,ROI small area,"Cork, Cloyne and Ross",048010006,157,76,29,0,0,4
048010005,ROI small area,"Cork, Cloyne and Ross",048010005,140,106,22,5,1,2
048010003,ROI small area,"Cork, Cloyne and Ross",048010003,150,76,28,4,1,8
048007009,ROI small area,"Cork, Cloyne and Ross",048007009,113,80,16,2,0,23
048007005,ROI small area,"Cork, Cloyne and Ross",048007005,71,57,17,3,1,6
048066003,ROI small area,"Cork, Cloyne and Ross",048066003,171,156,73,12,3,40
048066002,ROI small area,"Cork, Cloyne and Ross",048066002,130,104,42,11,7,19
047250008,ROI small area,"Cork, Cloyne and Ross",047250008,222,94,17,4,0,16
047054010,ROI small area,"Cork, Cloyne and Ross",047054010,89,58,23,6,1,9
048008006,ROI small area,"Cork, Cloyne and Ross",048008006,134,92,28,4,1,2
047054012,ROI small area,"Cork, Cloyne and Ross",047054012,141,57,14,1,1,12
047016028,ROI small area,"Cork, Cloyne and Ross",047016028,172,85,32,3,0,4
048010002,ROI small area,"Cork, Cloyne and Ross",048010002,125,44,20,2,0,7
048007007,ROI small area,"Cork, Cloyne and Ross",048007007,83,71,21,9,0,11
048046005,ROI small area,"Cork, Cloyne and Ross",048046005,84,86,36,12,1,2
048046006,ROI small area,"Cork, Cloyne and Ross",048046006,100,83,38,12,1,28
048046007,ROI small area,"Cork, Cloyne and Ross",048046007,92,66,40,6,1,2
048026003,ROI small area,"Cork, Cloyne and Ross",048026003,50,57,28,8,3,13
048014003,ROI small area,"Cork, Cloyne and Ross",048014003,65,53,11,2,0,61
048014004,ROI small area,"Cork, Cloyne and Ross",048014004,111,89,30,3,0,209
047132011,ROI small area,"Cork, Cloyne and Ross",047132011,201,67,15,2,0,5
048066006,ROI small area,"Cork, Cloyne and Ross",048066006,150,111,37,10,5,17
047132083,ROI small area,"Cork, Cloyne and Ross",047132083,83,49,16,0,0,7
047132043,ROI small area,"Cork, Cloyne and Ross",047132043,182,70,26,1,2,10
048008015,ROI small area,"Cork, Cloyne and Ross",048008015,170,96,16,2,1,3
048010001,ROI small area,"Cork, Cloyne and Ross",048010001,125,79,19,1,1,9
047016062,ROI small area,"Cork, Cloyne and Ross",047016062,94,52,22,2,3,6
047016065,ROI small area,"Cork, Cloyne and Ross",047016065,281,217,50,14,4,40
048019003,ROI small area,"Cork, Cloyne and Ross",048019003,73,63,32,6,0,24
048062013,ROI small area,"Cork, Cloyne and Ross",048062013,107,67,23,6,2,38
048023008,ROI small area,"Cork, Cloyne and Ross",048023008,121,110,35,11,4,24
047016044,ROI small area,"Cork, Cloyne and Ross",047016044,167,60,14,1,2,4
047136002,ROI small area,"Cork, Cloyne and Ross",047136002,164,132,42,2,2,15
047016057,ROI small area,"Cork, Cloyne and Ross",047016057,164,119,26,5,2,3
047016020,ROI small area,"Cork, Cloyne and Ross",047016020,185,104,25,6,1,4
047016017,ROI small area,"Cork, Cloyne and Ross",047016017,112,82,17,5,0,9
047016023,ROI small area,"Cork, Cloyne and Ross",047016023,116,84,19,3,2,20
047016038,ROI small area,"Cork, Cloyne and Ross",047016038,164,75,23,1,1,23
077160048,ROI small area,"Tuam, Limerick and Killaloe",077160048,106,74,34,4,0,29
077160062,ROI small area,"Tuam, Limerick and Killaloe",077160062,103,94,25,7,1,43
077160045,ROI small area,"Tuam, Limerick and Killaloe",077160045,151,86,22,0,0,19
077160046,ROI small area,"Tuam, Limerick and Killaloe",077160046,141,102,23,5,0,34
047136001,ROI small area,"Cork, Cloyne and Ross",047136001,166,96,20,2,0,7
047263005,ROI small area,"Cork, Cloyne and Ross",047263005,286,114,24,3,1,12
047178013,ROI small area,"Cork, Cloyne and Ross",047178013,114,49,7,3,0,24
047270005,ROI small area,"Cork, Cloyne and Ross",047270005,211,80,19,3,0,1
047016001,ROI small area,"Cork, Cloyne and Ross",047016001,233,76,14,1,0,9
047016053,ROI small area,"Cork, Cloyne and Ross",047016053,200,95,19,5,1,3
048066001,ROI small area,"Cork, Cloyne and Ross",048066001,128,97,43,5,3,36
048009004,ROI small area,"Cork, Cloyne and Ross",048009004,116,86,29,3,0,20
047016037,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA
047016011,ROI small area,"Cork, Cloyne and Ross",047016011,170,72,10,3,2,15
047054013,ROI small area,"Cork, Cloyne and Ross",047054013,120,79,13,5,2,1
047178003,ROI small area,"Cork, Cloyne and Ross",047178003,215,104,33,6,1,9
047178016,ROI small area,"Cork, Cloyne and Ross",047178016,125,81,14,2,1,16
047072021,ROI small area,"Cork, Cloyne and Ross",047072021,241,92,18,1,0,2
047178015,ROI small area,"Cork, Cloyne and Ross",047178015,170,88,17,5,1,23
047235003,ROI small area,"Cork, Cloyne and Ross",047235003,125,96,45,2,1,9
048022004,ROI small area,"Cork, Cloyne and Ross",048022004,30,41,20,3,1,7
048025003,ROI small area,"Cork, Cloyne and Ross",048025003,85,61,32,0,0,47
048068003,ROI small area,"Cork, Cloyne and Ross",048068003,107,65,15,1,0,14
048001002,ROI small area,"Cork, Cloyne and Ross",048001002,120,81,12,1,0,5
047235004,ROI small area,"Cork, Cloyne and Ross",047235004,77,83,27,4,0,6
047132029,ROI small area,"Cork, Cloyne and Ross",047132029,195,62,11,4,0,4
047132034,ROI small area,"Cork, Cloyne and Ross",047132034,154,61,14,3,1,3
047235018,ROI small area,"Cork, Cloyne and Ross",047235018,179,114,12,1,0,24
047235029,ROI small area,"Cork, Cloyne and Ross",047235029,230,92,24,4,0,16
047235031,ROI small area,"Cork, Cloyne and Ross",047235031,244,89,17,0,0,6
047016015,ROI small area,"Cork, Cloyne and Ross",047016015,141,82,20,2,1,3
048009009,ROI small area,"Cork, Cloyne and Ross",048009009,155,66,20,3,1,27
047072018,ROI small area,"Cork, Cloyne and Ross",047072018,230,110,27,3,1,11
047072037,ROI small area,"Cork, Cloyne and Ross",047072037,106,58,9,2,0,4
048008010,ROI small area,"Cork, Cloyne and Ross",048008010,133,90,44,14,4,7
048008007,ROI small area,"Cork, Cloyne and Ross",048008007,170,91,13,3,1,14
048008012,ROI small area,"Cork, Cloyne and Ross",048008012,245,145,73,24,5,475
048023009,ROI small area,"Cork, Cloyne and Ross",048023009,65,72,40,13,1,20
